,Customer Id,Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,DebtIncomeRatio,Clus_km
471,472,41,2,6,36,1.486,3.518,,13.9,2
472,473,39,1,19,46,2.516,1.67,0.0,9.1,2
473,474,41,1,19,96,2.254,5.234,0.0,7.8,0
474,475,50,2,15,60,0.468,0.192,0.0,1.1,0
475,476,22,3,0,23,0.373,1.559,1.0,8.4,2
476,477,43,2,6,54,0.622,4.562,0.0,9.6,2
477,478,33,1,8,27,0.777,0.789,0.0,5.8,2
478,479,29,1,11,32,0.927,0.993,0.0,6.0,2
479,480,24,1,3,21,2.682,3.387,1.0,28.9,2
480,481,27,1,6,52,1.902,5.274,,13.8,2
481,482,37,4,1,33,2.694,2.619,1.0,16.1,2
482,483,34,2,8,78,2.157,2.055,0.0,5.4,0
483,484,22,1,1,17,0.806,2.356,0.0,18.6,2
484,485,41,1,4,25,1.06,1.464,0.0,10.1,2
485,486,32,2,7,32,0.433,0.943,0.0,4.3,2
486,487,35,1,15,40,1.214,6.186,0.0,18.5,2
487,488,41,1,24,100,5.06,6.44,0.0,11.5,0
488,489,21,2,1,16,0.242,2.638,1.0,18.0,2
489,490,23,1,2,25,0.124,1.001,1.0,4.5,2
490,491,25,1,6,22,2.262,2.182,0.0,20.2,2
491,492,40,1,12,89,2.772,12.714,0.0,17.4,0
492,493,38,1,11,35,1.266,1.534,0.0,8.0,2
493,494,49,2,14,63,0.936,9.018,,15.8,0
494,495,40,1,13,28,0.965,0.687,0.0,5.9,2
495,496,29,2,1,25,0.569,2.031,0.0,10.4,2
496,497,25,1,3,18,0.352,2.582,1.0,16.3,2
497,498,33,1,14,72,15.017,14.719,1.0,41.3,0
498,499,37,2,11,47,1.597,2.915,,9.6,2
499,500,24,1,1,18,0.239,0.823,1.0,5.9,2
500,501,29,2,4,37,1.16,1.282,1.0,6.6,2
501,502,28,2,0,29,2.148,1.709,1.0,13.3,2
502,503,37,2,15,108,5.251,7.493,,11.8,0
503,504,47,2,27,107,1.638,4.889,,6.1,0
504,505,31,2,2,26,0.283,1.485,1.0,6.8,2
505,506,28,3,5,44,0.773,3.055,0.0,8.7,2
506,507,39,2,15,32,0.422,1.146,0.0,4.9,2
507,508,33,2,2,35,2.124,5.891,1.0,22.9,2
508,509,41,2,19,68,1.507,2.437,0.0,5.8,0
509,510,29,2,1,29,2.33,3.818,1.0,21.2,2
510,511,31,1,2,22,1.092,1.702,1.0,12.7,2
511,512,28,4,0,38,0.636,3.316,0.0,10.4,2
512,513,35,1,0,34,1.37,2.404,1.0,11.1,2
513,514,54,1,25,120,14.596,17.204,1.0,26.5,0
514,515,39,1,19,53,0.19,1.771,,3.7,2
515,516,46,1,9,31,1.617,2.661,0.0,13.8,2
516,517,23,2,3,22,1.274,1.234,1.0,11.4,2
517,518,28,2,6,38,0.774,1.962,0.0,7.2,2
518,519,24,1,3,15,0.073,1.622,1.0,11.3,2
519,520,41,2,7,63,4.638,5.064,0.0,15.4,0
520,521,43,2,9,60,4.039,8.201,1.0,20.4,0
521,522,27,3,3,35,1.601,3.054,0.0,13.3,2
522,523,33,4,4,22,0.566,0.644,,5.5,2
523,524,28,1,2,18,1.939,0.725,1.0,14.8,2
524,525,48,1,13,38,0.722,3.382,,10.8,2
525,526,35,3,1,20,0.853,0.727,0.0,7.9,2
526,527,31,1,11,28,0.345,0.999,1.0,4.8,2
527,528,42,2,14,48,1.201,2.927,1.0,8.6,2
528,529,29,1,1,18,1.981,2.627,1.0,25.6,2
529,530,36,1,4,17,0.521,2.42,0.0,17.3,2
530,531,29,1,4,24,0.867,1.005,,7.8,2
531,532,31,1,12,31,2.057,5.29,0.0,23.7,2
532,533,43,4,18,446,16.031,12.959,1.0,6.5,1
533,534,41,2,13,93,9.542,4.129,,14.7,0
534,535,31,1,9,28,0.048,0.624,0.0,2.4,2
535,536,31,1,6,45,0.585,2.7,,7.3,2
536,537,28,2,2,23,0.187,1.285,1.0,6.4,2
537,538,35,1,7,29,0.264,1.157,0.0,4.9,2
538,539,38,1,5,21,0.45,1.44,0.0,9.0,2
539,540,40,1,14,43,2.793,3.657,1.0,15.0,2
540,541,39,1,20,116,2.24,2.516,,4.1,0
541,542,38,2,8,38,0.029,0.199,0.0,0.6,2
542,543,27,3,4,40,0.284,0.956,1.0,3.1,2
543,544,49,1,11,39,2.458,1.481,0.0,10.1,2
544,545,38,1,18,45,0.535,2.615,0.0,7.0,2
545,546,43,1,16,89,0.159,0.197,0.0,0.4,0
546,547,36,2,9,49,0.818,3.396,1.0,8.6,2
547,548,37,1,4,23,0.87,1.982,0.0,12.4,2
548,549,46,3,22,99,0.827,1.45,0.0,2.3,0
549,550,22,2,0,20,0.207,0.913,0.0,5.6,2
550,551,47,1,13,51,3.739,8.399,0.0,23.8,2
551,552,47,3,16,266,2.192,3.128,,2.0,1
552,553,30,4,2,25,1.77,0.73,0.0,10.0,2
553,554,51,2,19,159,1.068,3.384,0.0,2.8,1
554,555,28,1,10,42,1.047,2.565,,8.6,2
555,556,50,1,6,21,1.317,1.392,,12.9,2
556,557,43,1,24,254,7.002,12.556,,7.7,1
557,558,46,2,9,15,0.015,0.63,0.0,4.3,2
558,559,29,1,7,20,1.006,2.954,1.0,19.8,2
559,560,26,1,1,21,0.608,0.421,0.0,4.9,2
560,561,45,1,14,46,1.262,1.084,,5.1,2
561,562,39,1,22,52,1.155,0.509,0.0,3.2,2
562,563,30,2,10,22,1.41,2.132,0.0,16.1,2
563,564,41,3,7,56,0.374,7.746,1.0,14.5,2
564,565,25,2,4,27,0.549,0.801,1.0,5.0,2
565,566,34,1,16,48,1.474,2.174,0.0,7.6,2
566,567,44,3,7,78,3.153,5.037,,10.5,0
567,568,25,1,4,23,0.252,0.944,0.0,5.2,2
568,569,39,1,20,67,3.834,16.668,0.0,30.6,0
569,570,26,1,4,20,0.319,0.761,0.0,5.4,2
570,571,31,1,8,41,0.134,5.032,0.0,12.6,2
571,572,40,3,5,220,8.166,27.034,1.0,16.0,1
572,573,42,1,6,31,1.025,2.571,0.0,11.6,2
573,574,23,1,1,21,1.21,0.554,1.0,8.4,2
574,575,34,1,9,48,0.42,4.044,0.0,9.3,2
575,576,28,4,0,29,1.425,5.593,0.0,24.2,2
576,577,29,1,6,21,1.11,2.691,0.0,18.1,2
577,578,29,2,3,26,0.538,1.048,1.0,6.1,2
578,579,24,2,2,26,0.888,1.634,1.0,9.7,2
579,580,53,1,9,50,2.016,3.584,1.0,11.2,2
580,581,39,1,19,60,9.593,6.667,1.0,27.1,0
581,582,28,4,2,41,0.459,0.566,1.0,2.5,2
582,583,38,1,16,37,0.083,3.099,,8.6,2
583,584,39,1,12,46,0.561,1.739,0.0,5.0,2
584,585,38,1,18,44,0.606,1.374,0.0,4.5,2
585,586,34,4,6,27,1.982,7.549,1.0,35.3,2
586,587,31,1,11,45,2.739,4.911,0.0,17.0,2
587,588,40,1,2,32,0.854,0.33,0.0,3.7,2
588,589,32,1,8,26,0.326,0.74,0.0,4.1,2
589,590,35,2,12,64,1.45,8.15,,15.0,0
590,591,29,2,3,32,1.071,1.809,,9.0,2
591,592,44,2,12,86,1.476,9.704,0.0,13.0,0
592,593,48,2,9,44,2.134,0.462,,5.9,2
593,594,41,2,6,36,4.514,2.506,1.0,19.5,2
594,595,28,1,0,28,2.284,7.04,1.0,33.3,2
595,596,29,1,3,23,1.104,1.035,,9.3,2
596,597,24,1,1,16,0.878,0.274,,7.2,2
597,598,25,1,9,18,0.066,0.15,0.0,1.2,2
598,599,43,2,16,83,0.259,3.144,0.0,4.1,0
599,600,45,1,12,37,1.343,2.172,0.0,9.5,2
600,601,35,1,13,35,0.432,1.143,0.0,4.5,2
601,602,34,1,13,51,1.875,3.021,0.0,9.6,2
602,603,29,1,2,14,0.587,1.429,1.0,14.4,2
603,604,32,2,11,75,7.759,9.716,1.0,23.3,0
604,605,27,3,6,26,0.93,1.774,0.0,10.4,2
605,606,39,1,16,57,1.559,9.499,0.0,19.4,0
606,607,37,4,2,29,2.782,1.684,,15.4,2
607,608,31,4,1,29,1.065,2.154,0.0,11.1,2
608,609,28,1,4,28,0.437,3.539,1.0,14.2,2
609,610,27,2,8,38,0.364,2.258,0.0,6.9,2
610,611,31,1,8,27,0.674,0.784,,5.4,2
611,612,31,1,9,26,0.31,0.86,0.0,4.5,2
612,613,32,1,0,20,0.263,0.337,1.0,3.0,2
613,614,29,2,9,36,0.127,0.377,0.0,1.4,2
614,615,31,2,9,53,1.195,5.96,0.0,13.5,2
615,616,32,2,5,43,1.806,4.644,1.0,15.0,2
616,617,39,1,6,42,2.541,5.817,1.0,19.9,2
617,618,27,2,7,30,0.448,0.752,1.0,4.0,2
618,619,29,1,13,42,1.458,1.65,1.0,7.4,2
619,620,31,1,11,34,0.298,2.014,0.0,6.8,2
620,621,41,2,22,75,9.877,7.823,0.0,23.6,0
621,622,30,1,1,27,1.275,2.046,,12.3,2
622,623,35,2,0,22,1.97,1.33,1.0,15.0,2
623,624,38,2,2,22,1.209,3.785,1.0,22.7,2
624,625,29,1,1,17,0.157,0.982,0.0,6.7,2
625,626,37,1,7,32,2.697,3.575,0.0,19.6,2
626,627,26,1,8,25,0.21,0.965,0.0,4.7,2
627,628,27,1,0,16,0.13,0.046,0.0,1.1,2
628,629,42,2,18,66,1.641,4.695,0.0,9.6,0
629,630,45,3,8,140,4.184,15.276,,13.9,0
630,631,51,4,15,26,2.012,1.524,,13.6,2
631,632,36,1,10,28,0.815,2.321,1.0,11.2,2
632,633,48,1,17,66,1.468,0.644,0.0,3.2,0
633,634,45,1,10,52,0.932,1.876,0.0,5.4,2
634,635,47,1,16,110,5.821,8.039,,12.6,0
635,636,26,1,6,22,0.721,1.545,0.0,10.3,2
636,637,35,1,12,30,1.899,2.721,,15.4,2
637,638,50,3,10,80,2.479,7.281,0.0,12.2,0
638,639,30,1,11,33,0.682,2.09,0.0,8.4,2
639,640,49,2,22,79,0.288,5.479,0.0,7.3,0
640,641,36,1,1,16,0.433,1.055,0.0,9.3,2
641,642,24,2,3,19,0.359,0.458,0.0,4.3,2
642,643,42,5,6,190,3.157,11.663,0.0,7.8,1
643,644,28,2,0,30,0.121,1.319,1.0,4.8,2
644,645,52,2,12,76,0.995,4.857,0.0,7.7,0
645,646,39,2,9,56,4.765,5.707,0.0,18.7,2
646,647,40,2,15,138,1.222,4.436,,4.1,0
647,648,29,2,0,22,1.039,1.799,1.0,12.9,2
648,649,40,1,8,28,0.534,0.474,0.0,3.6,2
649,650,27,1,10,34,0.851,1.359,0.0,6.5,2
650,651,24,3,2,16,0.27,0.754,1.0,6.4,2
651,652,26,2,5,28,1.024,1.16,0.0,7.8,2
652,653,40,3,16,116,1.614,12.422,0.0,12.1,0
653,654,50,2,16,71,1.663,6.218,0.0,11.1,0
654,655,30,1,0,20,0.622,0.458,,5.4,2
655,656,26,2,6,30,0.144,0.156,0.0,1.0,2
656,657,35,1,10,28,0.11,0.254,,1.3,2
657,658,37,3,16,50,7.32,10.98,1.0,36.6,2
658,659,52,5,9,70,1.329,5.251,1.0,9.4,0
659,660,24,1,5,46,0.53,1.218,,3.8,2
660,661,28,1,3,26,0.432,2.168,0.0,10.0,2
661,662,29,2,6,57,0.453,0.801,0.0,2.2,2
662,663,35,1,11,77,1.1,2.519,,4.7,0
663,664,54,1,18,114,3.295,6.395,0.0,8.5,0
664,665,32,1,10,32,1.168,2.448,0.0,11.3,2
665,666,32,1,11,53,0.089,1.66,0.0,3.3,2
666,667,36,1,14,81,1.785,4.047,0.0,7.2,0
667,668,31,1,12,24,0.442,1.142,0.0,6.6,2
668,669,28,1,11,24,0.107,0.469,0.0,2.4,2
669,670,34,1,10,33,2.502,0.897,1.0,10.3,2
670,671,53,4,7,61,1.875,2.944,0.0,7.9,0
671,672,50,1,8,47,0.399,2.844,0.0,6.9,2
672,673,52,4,13,234,7.387,10.631,0.0,7.7,1
673,674,30,2,4,15,0.35,0.625,0.0,6.5,2
674,675,26,2,0,28,1.271,1.333,0.0,9.3,2
675,676,42,2,21,121,1.365,2.386,0.0,3.1,0
676,677,27,1,6,43,0.883,1.224,0.0,4.9,2
677,678,41,1,14,52,0.926,2.87,0.0,7.3,2
678,679,27,1,10,31,1.362,4.001,0.0,17.3,2
679,680,32,1,12,33,0.795,2.901,,11.2,2
680,681,37,1,12,44,2.995,3.473,0.0,14.7,2
681,682,29,1,3,17,0.47,1.06,0.0,9.0,2
682,683,27,1,9,45,2.852,5.158,1.0,17.8,2
683,684,50,3,25,94,1.734,3.248,,5.3,0
684,685,21,3,0,24,0.833,1.015,0.0,7.7,2
685,686,41,4,14,44,0.353,0.395,0.0,1.7,2
686,687,23,2,1,18,0.885,2.481,1.0,18.7,2
687,688,45,2,9,69,0.707,3.916,0.0,6.7,0
688,689,45,2,2,29,0.443,1.123,0.0,5.4,2
689,690,33,1,6,21,0.567,1.008,0.0,7.5,2
690,691,21,1,1,16,0.141,0.867,0.0,6.3,2
691,692,40,1,6,36,0.391,0.365,1.0,2.1,2
692,693,40,2,3,28,0.553,2.107,0.0,9.5,2
693,694,56,1,11,59,4.673,4.177,0.0,15.0,0
694,695,26,1,2,22,0.237,1.171,,6.4,2
695,696,29,1,6,46,1.17,1.314,0.0,5.4,2
696,697,29,2,6,65,1.985,9.975,0.0,18.4,0
697,698,39,1,13,27,0.966,1.194,0.0,8.0,2
698,699,27,2,1,23,0.285,2.567,0.0,12.4,2
699,700,25,1,1,15,0.371,1.339,1.0,11.4,2
700,701,36,5,5,20,0.729,0.891,0.0,8.1,2
701,702,35,1,7,39,1.702,4.577,1.0,16.1,2
702,703,25,2,4,33,0.553,1.163,0.0,5.2,2
703,704,21,2,2,20,0.291,0.609,1.0,4.5,2
704,705,23,1,2,16,0.805,0.731,1.0,9.6,2
705,706,32,1,14,73,3.752,2.672,0.0,8.8,0
706,707,34,1,0,20,2.049,1.371,0.0,17.1,2
707,708,38,1,5,20,0.091,0.208,,1.5,2
708,709,39,1,22,73,3.727,6.712,0.0,14.3,0
709,710,46,1,1,21,1.377,1.731,1.0,14.8,2
710,711,35,2,10,98,4.875,8.159,0.0,13.3,0
711,712,33,4,9,28,0.377,0.827,0.0,4.3,2
712,713,30,2,12,68,2.857,10.811,0.0,20.1,0
713,714,54,3,21,118,9.6,7.392,0.0,14.4,0
714,715,42,2,5,41,0.355,1.039,0.0,3.4,2
715,716,28,1,9,22,5.283,0.811,1.0,27.7,2
716,717,35,1,9,34,0.398,1.302,0.0,5.0,2
717,718,41,3,16,135,1.277,4.663,0.0,4.4,0
718,719,41,1,16,49,0.431,0.353,0.0,1.6,2
719,720,53,4,5,78,6.936,6.558,1.0,17.3,0
720,721,28,1,4,26,1.295,2.215,0.0,13.5,2
721,722,35,1,5,32,0.175,3.985,0.0,13.0,2
722,723,42,1,7,25,1.629,0.921,0.0,10.2,2
723,724,33,1,11,35,0.506,5.059,,15.9,2
724,725,27,3,0,50,1.044,6.306,,14.7,2
725,726,48,2,30,148,3.975,6.681,0.0,7.2,0
726,727,33,1,2,44,0.525,0.839,0.0,3.1,2
727,728,37,1,6,31,1.701,1.926,1.0,11.7,2
728,729,31,1,5,23,0.046,0.414,,2.0,2
729,730,35,3,10,39,1.602,2.454,0.0,10.4,2
730,731,48,2,6,66,2.316,5.67,0.0,12.1,0
731,732,34,1,16,75,3.955,3.845,0.0,10.4,0
732,733,23,2,2,48,0.511,3.089,,7.5,2
733,734,41,2,8,43,0.086,0.215,0.0,0.7,2
734,735,52,1,33,139,2.288,5.496,,5.6,0
735,736,39,1,6,61,0.563,2.914,0.0,5.7,0
736,737,46,1,1,20,0.809,1.991,0.0,14.0,2
737,738,33,2,4,55,2.16,1.69,0.0,7.0,2
738,739,34,3,2,39,1.143,4.005,0.0,13.2,2
739,740,34,3,12,47,1.301,1.848,0.0,6.7,2
740,741,40,1,9,33,4.881,0.729,,17.0,2
741,742,45,3,16,80,0.912,1.488,0.0,3.0,0
742,743,25,1,1,19,0.19,1.121,0.0,6.9,2
743,744,31,2,6,32,3.341,4.051,1.0,23.1,2
744,745,34,4,7,40,0.95,1.61,0.0,6.4,2
745,746,45,1,23,50,0.559,1.541,0.0,4.2,2
746,747,44,2,17,129,0.551,2.674,0.0,2.5,0
747,748,35,1,13,42,0.769,6.623,,17.6,2
748,749,22,2,0,14,0.242,2.152,,17.1,2
749,750,26,3,3,40,1.896,2.424,,10.8,2
750,751,38,1,6,18,0.131,2.209,0.0,13.0,2
751,752,27,1,7,26,0.641,1.725,0.0,9.1,2
752,753,29,1,11,36,0.709,1.487,0.0,6.1,2
753,754,29,2,5,28,2.126,3.11,0.0,18.7,2
754,755,22,1,4,24,1.636,2.108,1.0,15.6,2
755,756,47,1,4,26,0.122,2.582,0.0,10.4,2
756,757,27,2,5,25,0.706,0.995,0.0,6.8,2
757,758,24,1,2,18,0.528,0.552,0.0,6.0,2
758,759,52,1,17,73,1.054,5.297,,8.7,0
759,760,26,1,3,29,2.527,4.926,1.0,25.7,2
760,761,40,1,22,100,5.402,9.198,0.0,14.6,0
761,762,33,2,12,58,3.084,7.588,0.0,18.4,0
762,763,30,1,0,17,0.304,1.736,0.0,12.0,2
763,764,39,2,16,69,1.061,0.595,0.0,2.4,0
764,765,24,2,0,16,0.025,1.143,0.0,7.3,2
765,766,27,4,0,70,1.618,3.982,1.0,8.0,0
766,767,38,2,7,64,0.651,1.269,0.0,3.0,0
767,768,36,1,9,40,1.976,1.944,0.0,9.8,2
768,769,39,1,4,33,0.397,1.913,0.0,7.0,2
769,770,43,1,13,76,2.151,2.485,1.0,6.1,0
770,771,24,1,8,17,0.569,0.383,1.0,5.6,2
771,772,21,1,5,25,0.367,1.883,0.0,9.0,2
772,773,26,2,2,24,1.577,1.687,1.0,13.6,2
773,774,43,1,11,37,0.18,0.301,0.0,1.3,2
774,775,36,3,11,44,0.446,6.022,0.0,14.7,2
775,776,43,1,15,62,0.694,5.134,,9.4,0
776,777,35,2,11,62,9.703,10.385,,32.4,0
777,778,34,2,10,33,0.574,2.561,0.0,9.5,2
778,779,47,2,17,41,0.456,3.439,0.0,9.5,2
779,780,48,1,0,30,2.663,4.027,0.0,22.3,2
780,781,29,2,9,46,0.241,0.495,0.0,1.6,2
781,782,36,1,7,43,1.04,1.626,0.0,6.2,2
782,783,35,1,10,39,0.218,2.005,0.0,5.7,2
783,784,39,1,13,38,1.897,1.485,0.0,8.9,2
784,785,41,1,21,76,6.949,8.631,0.0,20.5,0
785,786,29,3,1,30,0.279,1.071,0.0,4.5,2
786,787,39,2,18,44,0.368,0.556,0.0,2.1,2
787,788,33,1,12,32,2.105,1.511,0.0,11.3,2
788,789,33,2,8,27,1.646,1.0,,9.8,2
789,790,39,1,0,39,1.066,2.015,0.0,7.9,2
790,791,40,2,8,57,0.878,2.314,0.0,5.6,2
791,792,53,1,33,324,7.053,15.627,,7.0,1
792,793,34,1,15,67,3.741,5.103,0.0,13.2,0
793,794,29,3,7,84,6.912,4.512,1.0,13.6,0
794,795,30,1,0,17,0.447,0.182,1.0,3.7,2
795,796,38,3,3,25,0.312,0.613,0.0,3.7,2
796,797,25,4,0,24,1.597,1.307,1.0,12.1,2
797,798,26,2,6,35,0.086,0.579,0.0,1.9,2
798,799,25,2,5,35,1.969,3.806,,16.5,2
799,800,29,1,8,24,0.47,1.138,0.0,6.7,2
800,801,28,1,5,22,0.14,0.476,0.0,2.8,2
801,802,48,1,30,101,1.875,4.589,0.0,6.4,0
802,803,26,1,0,14,0.302,0.748,1.0,7.5,2
803,804,36,1,4,23,1.327,2.422,0.0,16.3,2
804,805,30,1,12,38,0.171,3.059,0.0,8.5,2
805,806,41,1,1,19,0.242,0.594,0.0,4.4,2
806,807,34,3,13,52,1.497,3.287,0.0,9.2,2
807,808,25,3,3,54,1.163,2.833,,7.4,2
808,809,45,1,17,62,2.437,6.863,0.0,15.0,0
809,810,22,1,4,19,1.887,2.502,1.0,23.1,2
810,811,32,1,13,25,0.596,1.279,,7.5,2
811,812,21,2,1,17,0.555,1.23,,10.5,2
812,813,34,1,6,20,0.042,0.198,0.0,1.2,2
813,814,31,1,10,49,3.237,1.565,1.0,9.8,2
814,815,33,1,7,22,0.631,0.777,0.0,6.4,2
815,816,40,2,2,36,0.278,1.09,0.0,3.8,2
816,817,36,2,6,27,0.262,0.98,1.0,4.6,2
817,818,30,2,2,26,0.249,0.739,,3.8,2
818,819,35,2,0,35,2.383,1.957,,12.4,2
819,820,36,1,7,40,1.695,2.265,0.0,9.9,2
820,821,37,1,4,24,0.419,2.989,,14.2,2
821,822,32,1,16,38,0.694,7.286,0.0,21.0,2
822,823,45,1,3,20,0.105,0.315,0.0,2.1,2
823,824,27,4,0,25,1.419,1.756,1.0,12.7,2
824,825,41,2,4,26,1.473,3.519,1.0,19.2,2
825,826,32,2,12,116,4.027,2.585,,5.7,0
826,827,48,1,13,50,6.114,9.286,1.0,30.8,2
827,828,50,1,1,26,1.852,1.866,0.0,14.3,2
828,829,45,3,0,22,0.03,0.894,0.0,4.2,2
829,830,33,2,2,37,0.834,0.831,0.0,4.5,2
830,831,33,1,13,52,2.714,8.362,1.0,21.3,2
831,832,27,2,8,18,0.401,1.741,0.0,11.9,2
832,833,36,2,7,43,2.649,3.973,0.0,15.4,2
833,834,30,4,7,30,0.264,4.446,0.0,15.7,2
834,835,28,2,3,36,0.384,2.712,0.0,8.6,2
835,836,21,3,0,41,2.367,5.628,,19.5,2
836,837,23,2,3,24,0.552,0.96,0.0,6.3,2
837,838,23,1,7,22,0.849,2.319,0.0,14.4,2
838,839,26,1,10,25,1.306,0.469,0.0,7.1,2
839,840,31,1,8,22,0.37,1.104,0.0,6.7,2
840,841,38,3,13,25,0.343,1.082,0.0,5.7,2
841,842,29,3,7,63,0.572,2.893,0.0,5.5,0
842,843,32,1,14,36,0.273,0.591,0.0,2.4,2
843,844,32,2,8,45,0.982,0.683,0.0,3.7,2
844,845,41,1,7,43,0.694,1.198,0.0,4.4,2
845,846,27,1,5,26,0.548,1.22,,6.8,2
846,847,28,2,7,34,0.359,2.021,0.0,7.0,2
847,848,25,4,0,18,2.802,3.21,1.0,33.4,2
848,849,32,1,12,28,0.116,0.696,0.0,2.9,2
849,850,52,1,16,64,1.866,3.638,0.0,8.6,0
